text,category
 Java| CSS| Rest| Spring Mvc| Javascript| HTML| JPA| Spring Boot| JQuery| Web Services,Software Developer
 financial analysis| financial planning| taxation| VP Finance,Head/VP/GM-Finance/Audit
 Publishing| SEO| Content management| Social media| Wordpress| Management systems| Research| Brand awareness| Web technologies| Journalism,Content Developer
 Auditing| Audit Planning| Risk Assessment| Banking| Credit Risk| Credit Policy,Head/VP/GM-CFO/Financial Controller
 c++| development| gaming| C| software| HTML| ios| opengl| iphone| design| MySQL| JavaScript,Software Developer
 business development| e - commerce| sales executive| sales associate| sales officer| sales| field sales| mba fresher| fresher| new product development| channel sales,Sales Executive/Officer
 rest| java| sql| oop| angularjs| ui development| oracle,Software Developer
 Javascript| PHP| HTML| Visualization| jQuery| web| Programming| Commerce| Web designing| Application| Android,Software Developer
 Process automation| Commodity Markets| Artificial Intelligence| Market intelligence| Machine learning| Corporate| Relationship| Operations| Analytics| Robotics,Team Lead/Technical Lead
 IT Sales| Marketing Campaigns| Social Media| Btl| Marketing Management| Digital Marketing| Dealer Sales| Channel Partners| Communication Skills| Process Flow,Sales/Business Development Manager
 Android| Troubleshooting| Middleware| Firmware| SOC| Linux kernel| Bluetooth| Computer science| Test scripts| Test strategy,Software Developer
 Outbound| Antivirus| Technical support| Voice process| Technical Support Executive| US shift| Inbound voice process| Customer Service Executive| Comp| International BPO,Associate/Senior Associate -(NonTechnical)
 Sales Executive| Cold calling| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy,Sales Executive/Officer
 Administration| HR| Recruitment| Recruitment Executive| IR,Recruitment Executive
 Web development| Analytics| Healthcare| Software design| Monitoring| JIRA| Computer science| Backend| Inside sales| Cloud,Technical Architect
 Team Management| Advisory Services| General Insurance| Sales Initiatives| Financial Products| Distributor Sales| Branch Sales| Sales Development| Motor Insurance| Marketing,Branch Manager
 clinical pharmacy| mr| sales officer| territory executive| business development| sales executive,Sales Executive/Officer
 sap| procurement| scm| material| sheetmetal| sheet metal| purchase| VD| vendor development| sourcing| BOP,Purchase/Vendor Development Manager
 Angularjs| CSS| Core Java| DOM| Computer Science| Javascript| HTML| Spring| Ajax,Software Developer
 data analysis| Admissions| placements| Help Desk| access controls| Asset Management,Other
 marketing| bdm| sales| business development| it sales| ncr| hardware sales,Sales/Business Development Manager
 Outbound| Night shift| Service| English| process| Technical| Technical support| Inbound calls| Voice process| Group,Associate/Senior Associate -(Technical)
 RT| PT| MPI| NDT Inspection| NDT Level| Diploma| Quality Inspection| Level Ii| Inspection Engineering| Mechanical Engineering| UT,Service/Maintenance Engineer
 Customer service| Healthcare| Customer relationship| Windows| Graphic designing| CAD| Illustrator| Customer satisfaction| Application software,Associate/Senior Associate -(NonTechnical)
 BPO| any graduate| Voice Process| Voice Support,Associate/Senior Associate -(NonTechnical)
 Outbound| Antivirus| Comp| Technical support| Technical Support Associate| technical sales associate| Sales| Technical Associate| Voice support| Inbound calls,Associate/Senior Associate -(Technical)
 Equipment Maintenance| Hydraulics| Inventory Management| Management Skills| Maintenance Head| Electricals,Head/VP/GM-Production/Manufacturing/Maintenance
 hive| apache| itil process| hadoop| big data| aws| core java,Software Developer
 motor insurance| insurance sales| insurance broking| general insurance,Sales/Business Development Manager
SQL|Hibernate|Multithreading|OOAD|Eclipse|Business process|Outsourcing|Version control|Memory management|Control system,Team Lead/Technical Lead
 CATIA| AutoCAD| Pressure vessels| Mechanical| Primavera| PSCAD,Senior Design Engineer
 Team Management| Project Execution| Program Management| Customer Experience| Data Analytics| Supply Chain| Operations Planning,Purchase/Vendor Development Manager
 business development management| Sales Management,Sales/Business Development Manager
 Technical support| Outbound| Comp| Technical| Domestic BPO| US shift| process| Inbound calls| Bonus,Associate/Senior Associate -(Technical)
 Operations| Inventory Management| Vendor Management| Bhm| Hospitality| Front Office| Guest Relations| Hospitality Management| hotel management,Front Office/Guest Relations Executive/Manager
 financial s| windows| android| mobile development,Software Developer
 Hardware Board Design| Mixed Signal| Design Engineering,Software Developer
 environment| functional| operations| business| verbal communication| coaching| analytical skills,Head/VP/GM-Operations
 Screening| Linkedin| IT Recruitment| hr recruitment| Database| recruiter| Sourcing| Interviewing| Recruitment,Recruitment Executive
 java| linux| server| development| eclipse ide| c| technical| mobile| eclipse| objective c| usability| ui| design| debugging| backend| developer| programming| applications,Software Developer
 Retail Sales| Sales Executive Activities| Revenue Generation| Inhouse Sales,Counter Sales
 BPO| Customer Support| international bpo| Voice Process| International Voice| International Voice Process,Associate/Senior Associate -(NonTechnical)
J2Ee| Core Java| jQuery| ERP| Tomcat| Eclipse| Open source| Selenium| Computer science| OFBIZ,Team Lead/Technical Lead
 Counselor| Mentor| Trainer| Advisor| Teaching,Physics Teacher
 lead generation| branding| business development| Sales Management| market research| competitive intelligence| market analysis| Marketing,Sales/Business Development Manager
 Wireless| Automation| Simulation| Networking| Aerospace| FPGA| Coding| System verilog| Automotive| Physical design,Design Engineer
 hr| recruitment| recruiter| hiring| head hunting| leadership| mass hiring| volume hiring| bulk hiring| team leader| senior| tl| non it| it recruitment| technical hiring| it recruiter| bfsi| engineering| manufacturing| insurance| bpo| IT,Recruitment Executive
 Associate,Accounts Executive/Accountant
 javascript| html| sql server| ajax| jquery| soa| oop| english| proactive| asp net c,Software Developer
 marketing executive| Sales| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Sales/Business Development Manager
 QMS| Impex| Environmental Management System| Warehouse Management System| Export Import Logistics,Logistics Executive
Java| core java| J2EE| Hibernate| Spring| LDAP| ADFS| Json| SOAP| jQuery| REST| Javascript| Java Web Services| Java Api| Advanced Java| MVC| Web Services| Open Source| SOA| Cloud| spring integration,Software Developer
 spring boot| spring security| spring mvc,Software Developer
 Dynamics CRM| .Net| Azure| Visual Studio| Microsoft Dynamics| Solution Management| Root Cause| microservices| .NET development,Technical Architect
 Marketing Strategy| Strategic Thinking| Interpersonal Communication| Sales| Promotions| Accounting| Account Management| Team Leading| Business Development Management| Advertising,Sales/Business Development Manager
O2C|OTC|Order Management|Credit Management|Communication Skills,Accounts Executive/Accountant
 visualization| m e p| modeling| drafting| design development| drawings| cad| preparation| quality,Architect
 pnr| primetime| sta| floorplan| timing closure| synthesis| vlsi| Physical design| floor planning,Senior Design Engineer
 Assistant Manager Purchase,Purchase Executive
 SQL| Python| Analytics| Machine learning| Solution architecture| Analytical| SCALA| Cosmos| Programming| Data warehousing,Software Developer
 BPO| Transactional Quality| Quality Management| Quality manager| manager Quality,Quality Assurance/Quality Control Manager
 IIS| Exchange Server| Windows Server| WSS| Sharepoint| Active Directory,Technical Support Engineer
 pharma chemicals| business development| api| intermediates| sales,Sales/Business Development Manager
 Hibernate| Design Patterns| Cloud| Spring Boot| Team Leader| core java| Web Services| Microservices,Team Lead/Technical Lead
Exadata| performance tuning| 11g| patching| sql| dataguard| rac| cassandra| oracle database| Weblogic| ebs| asm| apps dba| cloning,DBA
 hospital| pharma| pharmacy,Pharmacist/Chemist/Bio Chemist
 Sales| insurance sales| agency sales| Direct sales| life advisor| channel sales| life insurance advisor| life insurance| agency,Sales/Business Development Manager
 Training Needs| Soft Skills| Accent| HR| Feedback| Coaching| Customer Service| Process Compliance,Technical / Process Trainer
 Real Estate Construction| Project Management| Interpersonal Communication| Communication Skills| Project Manager| Project Coordinator| site coordinator,Project Manager-Production/Manufacturing/Maintenance
 international bpo| Chat Process| voice based process| tele caller| process developer| Sales| b.a| exl| communication skills| Ba| Blended Process| bba| wipro| tcs| bbm| customer support| bcom| cse| accenture| Fresher| wns,Associate/Senior Associate -(NonTechnical)
 project support| Banking| Maya| E-commerce| big data,Customer Support Engineer/Technician
 Networking| It Asset| Antivirus| Hardware Troubleshooting,System Administrator
 Procurement| Business process| IT services| Automation| data services| Master data management| Consulting| Vendor| Troubleshooting| Business Executive,Purchase/Vendor Development Manager
 Recruitment| Outbound| Technical support| English| Comp| Email| Troubleshooting| Domestic BPO| International BPO| Inbound calls,Associate/Senior Associate -(NonTechnical)
